,Compound,Date,Media Sources,Negative,Neutral,Positive,Text,Tweets Ago
244,-0.3612,Wed Jan 10 21:24:44 +0000 2018,CNN,0.135,0.865,0.0,"Here are some of the times President Trump has called the Russia probe a ""witch hunt"" https://t.co/1FkZ2Z58xH https://t.co/WRQA7NYX3R",45
245,-0.1027,Wed Jan 10 21:13:42 +0000 2018,CNN,0.291,0.472,0.236,A new customer lawsuit alleges Ford rigged certain Super Duty diesel pickups to cheat on emissions tests… https://t.co/J85YRwhP8z,46
246,0.5994,Wed Jan 10 20:58:14 +0000 2018,CNN,0.0,0.776,0.224,"""We'll see what happens"": President Trump dodges on the prospect of an interview with special counsel Robert Muelle… https://t.co/ivlPbzDtQB",47
247,-0.5106,Wed Jan 10 20:53:37 +0000 2018,CNN,0.193,0.807,0.0,"""There has been no collusion between the Trump campaign and Russians. ... It's a Democrat hoax that was brought up… https://t.co/tD0oiHH41T",48
248,-0.765,Wed Jan 10 20:46:02 +0000 2018,CNN,0.231,0.769,0.0,"""I still have pain every day, all day"": Sen. Rand Paul says he felt ""the pain of 1,000 knives"" for weeks after the… https://t.co/F05WM7q49t",49
249,0.0,Wed Jan 10 20:39:06 +0000 2018,CNN,0.0,1.0,0.0,The IRS needs more money to implement the new tax law https://t.co/641ONqbIeA https://t.co/oRajnIY85L,50
250,0.2732,Wed Jan 10 20:33:03 +0000 2018,CNN,0.0,0.884,0.116,"The Trump administration has eliminated or replaced references to climate change, renewable energy and similar topi… https://t.co/xyarlNK3dY",51
251,0.0,Wed Jan 10 20:33:02 +0000 2018,CNN,0.0,1.0,0.0,"""Would you be willing to sign an immigration deal that ultimately does not include funding for the border wall?""

U… https://t.co/gzUiduDKXD",52
252,0.4019,Wed Jan 10 20:25:06 +0000 2018,CNN,0.0,0.881,0.119,Luciana Vega is an 11-year-old Chilean-American girl who dreams of being the first person to walk on Mars. And she'… https://t.co/dcNLCA1AgV,53
253,0.7096,Wed Jan 10 20:24:50 +0000 2018,CNN,0.0,0.711,0.289,President Trump says the economic ties between the US and Norway are robust and growing: “The United States current… https://t.co/YT4tDzt9lo,54
254,0.0,Wed Jan 10 20:16:05 +0000 2018,CNN,0.0,1.0,0.0,President Trump speaks and takes questions alongside Norway's prime minister. Watch CNN: https://t.co/UYpqI3w42L https://t.co/LHV9nwd9d9,55
255,0.0,Wed Jan 10 20:15:54 +0000 2018,CNN,0.0,1.0,0.0,A Republican Kansas lawmaker has stepped down from a leadership position after he said African-Americans were more… https://t.co/LdfNLS76GQ,56
256,0.0,Wed Jan 10 20:10:03 +0000 2018,CNN,0.0,1.0,0.0,"By 2040, Islam could be the second-largest religion in the US https://t.co/Z72ey7IShu https://t.co/tLk0dJ3bVt",57
257,0.0,Wed Jan 10 20:05:04 +0000 2018,CNN,0.0,1.0,0.0,Immigration enforcement officers swoop in on dozens of 7-Eleven stores around the US https://t.co/BLNzXa8ghN https://t.co/7PG2SkEC3z,58
258,0.0,Wed Jan 10 20:00:23 +0000 2018,CNN,0.0,1.0,0.0,The White House has corrected the transcript of the President's immigration meeting with Republican and Democratic… https://t.co/ojwKYxYMHP,59
259,-0.1695,Wed Jan 10 19:55:07 +0000 2018,CNN,0.074,0.926,0.0,The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 p… https://t.co/oRu9gZQlPh,60
260,-0.5106,Wed Jan 10 19:45:13 +0000 2018,CNN,0.148,0.852,0.0,"""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-ch… https://t.co/mY2u301jTn",61
261,0.0,Wed Jan 10 19:39:13 +0000 2018,CNN,0.0,1.0,0.0,The closure of a coal mine near the Pennsylvania-West Virginia border will wipe out many of President Trump's coal… https://t.co/TaOqDq66zP,62
262,0.0,Wed Jan 10 19:36:07 +0000 2018,CNN,0.0,1.0,0.0,What's sending mysterious repeating fast radio bursts in space? https://t.co/ugPzwHcep5 https://t.co/J2pQn4jglT,63
263,0.0,Wed Jan 10 19:35:06 +0000 2018,CNN,0.0,1.0,0.0,"Toyota and Mazda are planning to build a $1.6 billion auto assembly plant in Alabama that will employ 4,000 workers… https://t.co/c74OQeyrAQ",64
264,-0.5574,Wed Jan 10 19:25:10 +0000 2018,CNN,0.167,0.833,0.0,The Trump administration is pointing to a recent uptick in illegal border crossings as evidence that it needs more… https://t.co/kWVjJW4G1u,65
265,-0.7573,Wed Jan 10 19:15:10 +0000 2018,CNN,0.407,0.593,0.0,Here's why California's mudslides are so devastating https://t.co/oz0oD4jVSP https://t.co/QXYo6hrXUJ,66
266,-0.0516,Wed Jan 10 19:05:06 +0000 2018,CNN,0.079,0.854,0.067,Japanese astronaut says sorry after claiming he grew 3.5 inches aboard the International Space Station… https://t.co/DqMsPMAiI4,67
267,0.4019,Wed Jan 10 18:55:04 +0000 2018,CNN,0.0,0.803,0.197,Here are three ways tax reform will hit home values https://t.co/q0woG9xz3G https://t.co/Vwzs8VXtVM,68
268,0.0772,Wed Jan 10 18:45:13 +0000 2018,CNN,0.0,0.909,0.091,GOP House investigators want James Comey to testify on Clinton email investigation https://t.co/OUQbFjrwE0 https://t.co/gvXBBBkLm4,69
269,-0.3818,Wed Jan 10 18:35:08 +0000 2018,CNN,0.126,0.874,0.0,Days after the Trump administration opened the possibility of offshore oil and gas drilling in long restricted area… https://t.co/Qp1j9G1ZSx,70
270,0.0,Wed Jan 10 18:25:40 +0000 2018,CNN,0.0,1.0,0.0,"President Trump to African-American voters: Remember, I said ""what do you have to lose?"" https://t.co/qVRUOJ16Vb https://t.co/3aEbKNpLIC",71
271,-0.6597,Wed Jan 10 18:15:07 +0000 2018,CNN,0.227,0.773,0.0,"There's a heat wave in Australia and it's killing thousands of large bats, called flying foxes… https://t.co/KfpNVN9ox4",72
272,0.0,Wed Jan 10 18:05:03 +0000 2018,CNN,0.0,1.0,0.0,"Actress Michelle Williams reportedly was paid less than 1% of Mark Wahlberg's paycheck for reshoots of their film,… https://t.co/LJlBBFB86s",73
273,0.0,Wed Jan 10 17:55:09 +0000 2018,CNN,0.0,1.0,0.0,"President Trump is set to take questions later today alongside the prime minister of Norway, a key NATO ally that s… https://t.co/IlNgjPmiA3",74
274,0.0,Wed Jan 10 17:45:12 +0000 2018,CNN,0.0,1.0,0.0,5 questions for President Trump today | Analysis by @CillizzaCNN https://t.co/FAcDChGTPZ https://t.co/uXFieytRKO,75
275,0.0,Wed Jan 10 17:44:47 +0000 2018,CNN,0.0,1.0,0.0,RT @CNNPolitics: President Trump lauds his administration's 2017 accomplishments during a meeting with his Cabinet members at the White Hou…,76
276,-0.4588,Wed Jan 10 17:36:42 +0000 2018,CNN,0.2,0.8,0.0,This teacher stood up at a school board meeting to criticize a superintendent's pay raise. Then she was handcuffed.… https://t.co/QBfu0MqQUt,77
277,-0.2732,Wed Jan 10 17:28:42 +0000 2018,CNN,0.11,0.89,0.0,"Prosecutors in Myanmar have sought charges under its Official Secrets Act against two Reuters reporters, which coul… https://t.co/tbdoFCOWFQ",78
278,-0.3818,Wed Jan 10 17:12:06 +0000 2018,CNN,0.133,0.867,0.0,The Trump administration is ending TPS for thousands. Tell CNN how losing this protection from deportation affects… https://t.co/BmHvSjRfvH,79
279,0.296,Wed Jan 10 17:00:27 +0000 2018,CNN,0.0,0.864,0.136,Use iCloud in China? Prepare to share your data with a state-run Chinese company https://t.co/i0jHGUl9Qh https://t.co/5BF3teZvln,80
280,-0.34,Wed Jan 10 16:50:09 +0000 2018,CNN,0.15,0.778,0.072,"95 million people are still out of the workforce, and it's still a misleading number https://t.co/vI7VPLRLp0 https://t.co/EjfcGFD35E",81
281,-0.3612,Wed Jan 10 16:40:07 +0000 2018,CNN,0.167,0.722,0.11,"""We need to show everybody that we're better than this horrific event — that we can move forward"": The survivors of… https://t.co/CtCUMkTbi0",82
282,0.0,Wed Jan 10 16:31:44 +0000 2018,CNN,0.0,1.0,0.0,Tourists had to be airlifted out of this ski resort after heavy snowfall in Switzerland https://t.co/6zrAcsKuqa https://t.co/SKQ7obOSUu,83
283,0.0,Wed Jan 10 16:20:56 +0000 2018,CNN,0.0,1.0,0.0,"JUST IN: California Republican Rep. Darrell Issa announces he will retire at the end of his term, handing Democrats… https://t.co/TgVx5IXKCm",84
284,0.0,Wed Jan 10 16:20:08 +0000 2018,CNN,0.0,1.0,0.0,"President Trump is holding a Cabinet meeting, and a press conference with the prime minister of Norway after a day… https://t.co/z9cZiHrsmX",85
285,-0.0516,Wed Jan 10 16:10:05 +0000 2018,CNN,0.057,0.943,0.0,White House aides have been told to decide before the end of January whether they intend to leave the administratio… https://t.co/dM5P6H3JyA,86
286,0.128,Wed Jan 10 16:00:07 +0000 2018,CNN,0.093,0.793,0.115,"Two musicians have cut business ties with H&amp;M after the fashion retailer used a young black model to promote a ""coo… https://t.co/FTk3K01dxh",87
287,-0.5106,Wed Jan 10 15:54:07 +0000 2018,CNN,0.148,0.852,0.0,"""This f------ idiot is the president. It's The Emperor's New Clothes -- the guy is a f------ fool... our baby-in-ch… https://t.co/z9v1eWjLXv",88
288,0.2716,Wed Jan 10 15:44:22 +0000 2018,CNN,0.0,0.861,0.139,The single most important line from President Trump's Tuesday talk-a-thon | Analysis by @CillizzaCNN… https://t.co/T0TBywSQET,89
289,0.0,Wed Jan 10 15:33:11 +0000 2018,CNN,0.0,1.0,0.0,A Republican Kansas lawmaker has stepped down from a leadership position after he said African-Americans were more… https://t.co/7k5FqeMyfH,90
290,0.3612,Wed Jan 10 15:23:01 +0000 2018,CNN,0.0,0.828,0.172,"Sheriff Joe Arpaio on DACA: If President Trump supports it, I will https://t.co/3nLHRBvLeB https://t.co/6Ed2sx1PC2",91
291,0.6808,Wed Jan 10 15:11:24 +0000 2018,CNN,0.0,0.728,0.272,This is what the what PyeongChang 2018 Winter Olympics medal table will look like without Russia https://t.co/5iPxtg7XJc,92
292,-0.1561,Wed Jan 10 14:52:04 +0000 2018,CNN,0.123,0.785,0.093,"Steve Bannon and the never Trumpers should stop fighting -- and back the President, @carriesheffield writes for… https://t.co/sog3dlSIRv",93
293,-0.3612,Wed Jan 10 14:46:02 +0000 2018,CNN,0.106,0.894,0.0,"RT @CNNnewsroom: ""I think a wall, as the President has described it at times, is actually ridiculous"" says Sen. Tammy Baldwin while stressi…",94
294,0.0,Wed Jan 10 14:42:17 +0000 2018,CNN,0.0,1.0,0.0,"Facebook is shutting down M, an automated personal assistant once thought to be a text-based answer to services lik… https://t.co/9Qeof6Xbii",95
295,0.0,Wed Jan 10 14:30:50 +0000 2018,CNN,0.0,1.0,0.0,"Steve Bannon, former chief strategist to President Trump, has stepped down from Breitbart, the far-right website he… https://t.co/ICg4qbIjDE",96
296,0.5106,Wed Jan 10 14:15:06 +0000 2018,CNN,0.0,0.864,0.136,"Part of an oil tanker that has been ablaze for days off the coast of Shanghai exploded Wednesday, forcing rescue bo… https://t.co/FiB3jaKPsj",97
297,0.296,Wed Jan 10 14:08:36 +0000 2018,CNN,0.0,0.885,0.115,President Trump signed a measure creating a new national historic park for Martin Luther King Jr. during a trip to… https://t.co/MfeLwmdZEW,98
298,-0.1695,Wed Jan 10 13:45:05 +0000 2018,CNN,0.074,0.926,0.0,The US will not be prepared to defend against possible Russian meddling in the 2018 midterm elections or the 2020 p… https://t.co/85g7V1hAgy,99
299,-0.4215,Wed Jan 10 13:35:11 +0000 2018,CNN,0.237,0.763,0.0,These images show the mudslide devastation in California https://t.co/f12hBFnhGk https://t.co/6VlvJn5Oo2,100
300,0.5707,Wed Jan 10 22:29:33 +0000 2018,Fox,0.113,0.649,0.239,"@agisilaosts Thank you! We try our best to be 100% transparent. We all have been rejected many times, so we underst… https://t.co/YEg1BLgFuQ",1
301,0.6239,Wed Jan 10 22:27:01 +0000 2018,Fox,0.0,0.83,0.17,"RT @alicegoldfuss: Donut.js puts on an amazing meetup every month, complete with snacks and captioning services. You should sponsor them! h…",2
302,0.3664,Wed Jan 10 22:26:51 +0000 2018,Fox,0.13,0.65,0.22,@mattconvente YES! Why hear the same talks over and over? I just… no words.,3
303,0.2263,Wed Jan 10 22:25:12 +0000 2018,Fox,0.126,0.672,0.202,"@agisilaosts Yeah, it’s saddening. We have a good amount of first timers at our events due to anonymous selection p… https://t.co/80civWoLXe",4
304,0.3182,Wed Jan 10 22:24:31 +0000 2018,Fox,0.0,0.796,0.204,"When conferences keep inviting the same “well known” speakers. ↓

https://t.co/SpQoOHsLrl",5
305,-0.296,Wed Jan 10 22:23:18 +0000 2018,Fox,0.246,0.597,0.157,@agisilaosts I can sympathise with that. I often get rejected as well.,6
306,0.5859,Wed Jan 10 22:15:39 +0000 2018,Fox,0.0,0.814,0.186,I feel like my new hobby in 2018 will be calling out conferences for inviting the same people over and over and spe… https://t.co/dXDJEyd6cd,7
307,0.0,Wed Jan 10 22:05:41 +0000 2018,Fox,0.0,1.0,0.0,"RT @unsplash: Some afternoon reading ☕️
feat. @fox
https://t.co/wVuQcTKfJS https://t.co/JlSWPQtMpn",8
308,0.0,Wed Jan 10 06:15:52 +0000 2018,Fox,0.0,1.0,0.0,"RT @kf: this is peak portland

also lolsob, wonder how the @portland_state CS department feels about this https://t.co/D4ja7Jinn7",9
309,0.6705,Wed Jan 10 04:55:31 +0000 2018,Fox,0.0,0.476,0.524,"@MelissaKaulfuss @PranatiVyas haahahahhahahahahaha

oh dear

too good.",10
310,-0.6808,Wed Jan 10 02:04:05 +0000 2018,Fox,0.365,0.635,0.0,"What in the living hell is this, @Portland_State? https://t.co/EjMwZxTPmW",11
311,-0.6808,Wed Jan 10 02:01:21 +0000 2018,Fox,0.337,0.663,0.0,"@kf @Portland_State what the fuck

I had mr peter blocked, so that’s telling too.",12
312,0.0,Wed Jan 10 00:55:37 +0000 2018,Fox,0.0,1.0,0.0,RT @msdanifernandez: You cannot call yourself a feminist if you do not believe women simply because they are coming forward about your frie…,13
313,0.0,Wed Jan 10 00:55:27 +0000 2018,Fox,0.0,1.0,0.0,"RT @thalestral: Boys can be feminine
Girls can be feminine
Trans boys can be feminine
Trans girls can be feminine
Trans folk can be feminin…",14
314,-0.3412,Wed Jan 10 00:15:18 +0000 2018,Fox,0.099,0.901,0.0,RT @EricaJoy: Tech peeps: Be aware that some of your coworkers that don't come from privileged backgrounds are making much more than their…,15
315,0.0,Wed Jan 10 00:12:51 +0000 2018,Fox,0.0,1.0,0.0,Organisations and individuals working on inclusion without an understanding of institutional inequality and structu… https://t.co/6e3ON45BiQ,16
316,0.4199,Tue Jan 09 23:51:09 +0000 2018,Fox,0.0,0.417,0.583,@unsplash thank you! 🤗,17
317,-0.7941,Tue Jan 09 22:38:08 +0000 2018,Fox,0.285,0.632,0.083,RT @HonestToddler: How come people who don’t believe in racism always believe in reverse racism? How does that work? That’s like believing…,18
318,0.0,Tue Jan 09 22:35:08 +0000 2018,Fox,0.0,1.0,0.0,"The tech industry—becoming more and more of a sexist parody of itself, every day! https://t.co/6c8KrCRM1K",19
319,0.7783,Tue Jan 09 22:25:18 +0000 2018,Fox,0.0,0.784,0.216,"So @intercom released a new book which I’m going to inhale promptly, but the best thing about it is that they encou… https://t.co/3CmsTlW8cu",20
320,0.5707,Wed Jan 10 22:29:33 +0000 2018,Fox,0.113,0.649,0.239,"@agisilaosts Thank you! We try our best to be 100% transparent. We all have been rejected many times, so we underst… https://t.co/YEg1BLgFuQ",21
321,0.6239,Wed Jan 10 22:27:01 +0000 2018,Fox,0.0,0.83,0.17,"RT @alicegoldfuss: Donut.js puts on an amazing meetup every month, complete with snacks and captioning services. You should sponsor them! h…",22
322,0.3664,Wed Jan 10 22:26:51 +0000 2018,Fox,0.13,0.65,0.22,@mattconvente YES! Why hear the same talks over and over? I just… no words.,23
323,0.2263,Wed Jan 10 22:25:12 +0000 2018,Fox,0.126,0.672,0.202,"@agisilaosts Yeah, it’s saddening. We have a good amount of first timers at our events due to anonymous selection p… https://t.co/80civWoLXe",24
324,0.3182,Wed Jan 10 22:24:31 +0000 2018,Fox,0.0,0.796,0.204,"When conferences keep inviting the same “well known” speakers. ↓

https://t.co/SpQoOHsLrl",25
325,-0.296,Wed Jan 10 22:23:18 +0000 2018,Fox,0.246,0.597,0.157,@agisilaosts I can sympathise with that. I often get rejected as well.,26
326,0.5859,Wed Jan 10 22:15:39 +0000 2018,Fox,0.0,0.814,0.186,I feel like my new hobby in 2018 will be calling out conferences for inviting the same people over and over and spe… https://t.co/dXDJEyd6cd,27
327,0.0,Wed Jan 10 22:05:41 +0000 2018,Fox,0.0,1.0,0.0,"RT @unsplash: Some afternoon reading ☕️
feat. @fox
https://t.co/wVuQcTKfJS https://t.co/JlSWPQtMpn",28
328,0.0,Wed Jan 10 06:15:52 +0000 2018,Fox,0.0,1.0,0.0,"RT @kf: this is peak portland

also lolsob, wonder how the @portland_state CS department feels about this https://t.co/D4ja7Jinn7",29
329,0.6705,Wed Jan 10 04:55:31 +0000 2018,Fox,0.0,0.476,0.524,"@MelissaKaulfuss @PranatiVyas haahahahhahahahahaha

oh dear

too good.",30
330,-0.6808,Wed Jan 10 02:04:05 +0000 2018,Fox,0.365,0.635,0.0,"What in the living hell is this, @Portland_State? https://t.co/EjMwZxTPmW",31
331,-0.6808,Wed Jan 10 02:01:21 +0000 2018,Fox,0.337,0.663,0.0,"@kf @Portland_State what the fuck

I had mr peter blocked, so that’s telling too.",32
332,0.0,Wed Jan 10 00:55:37 +0000 2018,Fox,0.0,1.0,0.0,RT @msdanifernandez: You cannot call yourself a feminist if you do not believe women simply because they are coming forward about your frie…,33
333,0.0,Wed Jan 10 00:55:27 +0000 2018,Fox,0.0,1.0,0.0,"RT @thalestral: Boys can be feminine
Girls can be feminine
Trans boys can be feminine
Trans girls can be feminine
Trans folk can be feminin…",34
334,-0.3412,Wed Jan 10 00:15:18 +0000 2018,Fox,0.099,0.901,0.0,RT @EricaJoy: Tech peeps: Be aware that some of your coworkers that don't come from privileged backgrounds are making much more than their…,35
335,0.0,Wed Jan 10 00:12:51 +0000 2018,Fox,0.0,1.0,0.0,Organisations and individuals working on inclusion without an understanding of institutional inequality and structu… https://t.co/6e3ON45BiQ,36
336,0.4199,Tue Jan 09 23:51:09 +0000 2018,Fox,0.0,0.417,0.583,@unsplash thank you! 🤗,37
337,-0.7941,Tue Jan 09 22:38:08 +0000 2018,Fox,0.285,0.632,0.083,RT @HonestToddler: How come people who don’t believe in racism always believe in reverse racism? How does that work? That’s like believing…,38
338,0.0,Tue Jan 09 22:35:08 +0000 2018,Fox,0.0,1.0,0.0,"The tech industry—becoming more and more of a sexist parody of itself, every day! https://t.co/6c8KrCRM1K",39
339,0.7783,Tue Jan 09 22:25:18 +0000 2018,Fox,0.0,0.784,0.216,"So @intercom released a new book which I’m going to inhale promptly, but the best thing about it is that they encou… https://t.co/3CmsTlW8cu",40
340,0.0,Tue Jan 09 22:07:14 +0000 2018,Fox,0.0,1.0,0.0,RT @AngelaHanks: *chef’s kiss* https://t.co/E5HCwsoibJ,41
341,0.8268,Tue Jan 09 22:04:40 +0000 2018,Fox,0.0,0.342,0.658,Excellent work by wonderful people! https://t.co/5h7GvIaAQx,42
342,0.0,Tue Jan 09 20:34:18 +0000 2018,Fox,0.0,1.0,0.0,@justkelly_ok 🤗,43
343,0.0,Tue Jan 09 12:07:03 +0000 2018,Fox,0.0,1.0,0.0,@silvianatoader 👏🏻,44
344,0.4199,Tue Jan 09 12:06:48 +0000 2018,Fox,0.0,0.417,0.583,@web_goddess Thank you! 🌻,45
345,0.0,Tue Jan 09 12:04:48 +0000 2018,Fox,0.0,1.0,0.0,"RT @unsplash: Minimal Interior
feat. @fox
https://t.co/wVuQcTKfJS https://t.co/N0LXzFbugy",46
346,0.3455,Tue Jan 09 10:43:14 +0000 2018,Fox,0.042,0.86,0.098,RT @sarahmei: Blows my mind that there are still people in the world who don't understand basic stuff like: your intentions don't matter. I…,47
347,0.2023,Tue Jan 09 08:40:20 +0000 2018,Fox,0.0,0.795,0.205,Just a casual first two days on @unsplash. 🙈 https://t.co/YPf9gwAUvo,48
348,0.0,Tue Jan 09 02:47:05 +0000 2018,Fox,0.0,1.0,0.0,"HAHAHAHAHAHAHAA

discrimination of white males

HAHHAHAHAHAHAHAH

that’s all I have to say.

https://t.co/TyyEfcSRiU",49
349,-0.4391,Tue Jan 09 01:22:49 +0000 2018,Fox,0.132,0.868,0.0,"I really dislike that seemingly the only way to catch up with people is coffee or, more predominantly, booze. This… https://t.co/OWcuqPG6Sm",50
350,0.0,Tue Jan 09 01:12:42 +0000 2018,Fox,0.0,1.0,0.0,"@lynnandtonic Never read the comments, especially from white men.",51
351,0.6369,Mon Jan 08 22:00:37 +0000 2018,Fox,0.0,0.724,0.276,@ohhoe best headphones I’ve ever owned after actually expensive on-ears. they’re magical.,52
352,0.128,Mon Jan 08 21:49:19 +0000 2018,Fox,0.0,0.923,0.077,"Same sex marriage is legal in Australia, which means you have to fix your exclusionary forms. (ht @developerjack)

https://t.co/SCN53u7cEG",53
353,0.765,Mon Jan 08 21:47:08 +0000 2018,Fox,0.0,0.752,0.248,"I’ve spoken at @nordicjs in 2017, and as a fellow organiser, I can easily say it’s one of the best events out there… https://t.co/PoI0fSbmZs",54
354,0.0,Mon Jan 08 11:00:58 +0000 2018,Fox,0.0,1.0,0.0,"@mountain_ghosts A bunch of repos on Github and random tweets, mostly.",55
355,0.7003,Mon Jan 08 10:20:35 +0000 2018,Fox,0.0,0.755,0.245,"RT @jesslynnrose: Want to share your ideas with the world?

I'm running a free webinar series on public speaking, aimed at getting you on s…",56
356,-0.3818,Mon Jan 08 09:52:20 +0000 2018,Fox,0.181,0.708,0.111,"🔥

“White privilege is an absence of cultural expectations, an absence of violence enacted on your ancestors becaus… https://t.co/kJKIJNWWHz",57
357,0.1531,Mon Jan 08 09:41:04 +0000 2018,Fox,0.0,0.929,0.071,"“We placate ourselves with the fallacy of meritocracy by insisting that we just don’t see race.

To claim to not se… https://t.co/L54TTWldnG",58
358,0.0,Mon Jan 08 07:22:13 +0000 2018,Fox,0.0,1.0,0.0,"Squad goals—Natalie Portman.

https://t.co/TQH3F728SJ",59
359,0.296,Mon Jan 08 05:11:05 +0000 2018,Fox,0.0,0.901,0.099,"@web_goddess Yep, the cost depends on the amount of tickets. We also have to find people to cover childcare + live… https://t.co/xVm6lpxQBg",60
360,0.3182,Mon Jan 08 05:08:00 +0000 2018,Fox,0.0,0.909,0.091,"“For too long women have not been heard or believed if they dared to speak the truth to power. 

The time of brutal… https://t.co/Zjh4q1rKZq",61
361,0.802,Mon Jan 08 05:04:22 +0000 2018,Fox,0.0,0.455,0.545,@butwhoiskat Email is best :) hi at thefox.is.,62
362,0.0,Sun Jan 07 23:36:57 +0000 2018,Fox,0.0,1.0,0.0,@callmevlad What I mean is that organisations don’t recognise community work as “valuable experience” outside of re… https://t.co/1ATdscBocn,63
363,-0.296,Sun Jan 07 23:17:28 +0000 2018,Fox,0.524,0.476,0.0,STOP WHITEWASHING DIVERSITY.,64
364,0.636,Sun Jan 07 23:17:08 +0000 2018,Fox,0.0,0.193,0.807,@MylesBorins congratulations! 🎉,65
365,-0.6478,Sun Jan 07 23:15:04 +0000 2018,Fox,0.237,0.763,0.0,"What really annoys me is no companies recognising community work while here I am doing product, sales, design, deve… https://t.co/47OqLDUqux",66
366,-0.5707,Sun Jan 07 23:06:14 +0000 2018,Fox,0.61,0.39,0.0,"@maybekatz no bras, no masters!",67
367,0.5267,Sun Jan 07 22:06:10 +0000 2018,Fox,0.066,0.708,0.226,"@web_goddess Yep, there’s nothing here for senior staff. I wouldn’t look for opportunities in Australia. The pay is… https://t.co/VD7wDv6qzf",68
368,-0.2862,Sun Jan 07 21:27:38 +0000 2018,Fox,0.153,0.745,0.102,"It’s deeply saddening to see very little to zero commitment to progressing the tech industry, especially from tech giants.",69
369,0.6486,Sun Jan 07 21:23:06 +0000 2018,Fox,0.0,0.762,0.238,To make it clear: the support for JSConf and CSSConf Australia diversity programs comes from a few smaller Australi… https://t.co/P4oOemtIJL,70
370,0.0,Sun Jan 07 06:04:08 +0000 2018,Fox,0.0,1.0,0.0,I’ve spent a little bit of time with my photo backlog today and decided to publish a few selected shots to… https://t.co/Erhjfvffzs,71
371,0.8122,Sun Jan 07 04:16:20 +0000 2018,Fox,0.0,0.682,0.318,"@unsplash 🙇🏻‍♀️ That makes sense, thank you! 

Probably good idea to add it somewhere to the help section as I coul… https://t.co/wWyZEK5Lew",72
372,0.0,Sun Jan 07 04:10:19 +0000 2018,Fox,0.0,1.0,0.0,"RT @LilyEvansMFC: Why some women are ""rude"" or ""cold"" or ""standoffish"" to men in public: a thread",73
373,0.4754,Sun Jan 07 03:59:03 +0000 2018,Fox,0.116,0.655,0.229,"RT @veryann0yed: Reasons to hit the gym that aren’t patriarchal beauty standards:
- outrun the cops
- outlive ur enemies
- more stamina for…",74
374,0.0772,Sun Jan 07 01:41:59 +0000 2018,Fox,0.195,0.642,0.163,"@unsplash 👋 are uploads limited in quantity? I can find the limit in the UI, but no help articles.",75
